COMLOG_ID,SUBJ_MATTER_OBJET,OTHER_SUBJ_MATTER_AUTRE_OBJET,,,,,,,
157001,Transportation,Transportation,,,,,,,
157603,Infrastructure,Infrastructure,,,,,,,
157607,Transportation,Transportation,,,,,,,
158115,Other,Workshare program,,,,,,,
158117,Government Procurement,Government Procurement,,,,,,,
158118,International Relations,International Relations,,,,,,,
158508,International Trade,International Trade,,,,,,,
158879,Government Procurement,Government Procurement,,,,,,,
158880,International Trade,International Trade,,,,,,,
159168,Sports,Sports,,,,,,,
159169,Environment,Environment,,,,,,,
159170,Education,Education,,,,,,,
159255,Employment and Training,Employment and Training,,,,,,,
159256,Science and Technology,Science and Technology,,,,,,,
159258,Education,Education,,,,,,,
159259,Employment and Training,Employment and Training,,,,,,,
159358,Labour,Labour,,,,,,,
159359,Education,Education,,,,,,,
159360,Employment and Training,Employment and Training,,,,,,,
159364,Science and Technology,Science and Technology,,,,,,,
159365,Defence,Defence,,,,,,,
159367,Other,hydropower,,,,,,,
159368,Health,Health,,,,,,,
159369,Health,Health,,,,,,,
159370,Health,Health,,,,,,,
159371,Health,Health,,,,,,,
159372,Transportation,Transportation,,,,,,,
159374,Tourism,Tourism,,,,,,,
159375,Financial Institutions,Financial Institutions,,,,,,,
159376,Employment and Training,Employment and Training,,,,,,,
159377,Industry,Industry,,,,,,,
159378,Small Business,Small Business,,,,,,,
159379,Telecommunications,Telecommunications,,,,,,,
159380,Telecommunications,Telecommunications,,,,,,,
159384,Telecommunications,Telecommunications,,,,,,,
159386,Telecommunications,Telecommunications,,,,,,,
159390,Energy,Energy,,,,,,,
159391,Environment,Environment,,,,,,,
159392,Energy,Energy,,,,,,,
159393,Environment,Environment,,,,,,,
159394,Broadcasting,Broadcasting,,,,,,,
159395,Transportation,Transportation,,,,,,,
159399,Industry,Industry,,,,,,,
159400,Transportation,Transportation,,,,,,,
159402,Consumer Issues,Consumer Issues,,,,,,,
159407,Health,Health,,,,,,,
159410,Employment and Training,Employment and Training,,,,,,,
159411,Education,Education,,,,,,,
159414,Health,Health,,,,,,,
159524,Infrastructure,Infrastructure,,,,,,,
159645,Science and Technology,Science and Technology,,,,,,,
159646,Infrastructure,Infrastructure,,,,,,,
159732,Science and Technology,Science and Technology,,,,,,,
159733,Other,Langues officielles,,,,,,,
159736,Arts and Culture,Arts et culture,,,,,,,
159738,Arts and Culture,Arts et culture,,,,,,,
160390,Environment,Environment,,,,,,,
160667,Environment,Environment,,,,,,,
160686,Employment and Training,Employment and Training,,,,,,,
160698,Immigration,Immigration,,,,,,,
160716,Infrastructure,Infrastructure,,,,,,,
161036,International Relations,International Relations,,,,,,,
161095,Science and Technology,Science and Technology,,,,,,,
161100,Education,Education,,,,,,,
161102,Immigration,Immigration,,,,,,,
161103,Immigration,Immigration,,,,,,,
161105,International Relations,International Relations,,,,,,,
161109,Science and Technology,Science and Technology,,,,,,,
161110,Education,Education,,,,,,,
161139,International Relations,International Relations,,,,,,,
161142,Science and Technology,Science and Technology,,,,,,,
161606,Environment,Environment,,,,,,,
161609,Telecommunications,Telecommunications,,,,,,,
166506,Environment,Environment,,,,,,,
166507,International Trade,International Trade,,,,,,,
166508,Taxation and Finance,Taxation and Finance,,,,,,,
166509,Industry,Industry,,,,,,,
166510,Government Procurement,Marchés Publics,,,,,,,
166511,Industry,Industry,,,,,,,
166512,Transportation,Transportation,,,,,,,
166513,Financial Institutions,Financial Institutions,,,,,,,
166515,Energy,Energy,,,,,,,
166545,Arts and Culture,Arts et culture,,,,,,,
166546,Arts and Culture,Arts et culture,,,,,,,
166564,Arts and Culture,Arts et culture,,,,,,,
166565,Arts and Culture,Arts et culture,,,,,,,
166584,Arts and Culture,Arts et culture,,,,,,,
166585,Arts and Culture,Arts et culture,,,,,,,
166608,Arts and Culture,Arts et culture,,,,,,,
166644,Arts and Culture,Arts et culture,,,,,,,
166652,Arts and Culture,Arts et culture,,,,,,,
166667,Consumer Issues,Consumer Issues,,,,,,,
166687,Telecommunications,Télécommunications,,,,,,,
166689,Science and Technology,Science and Technology,,,,,,,
166784,Research and Development,Research and Development (R&D),,,,,,,
166788,Health,Health,,,,,,,
166924,Health,Health,,,,,,,
166928,International Trade,International Trade,,,,,,,
166930,Small Business,Small Business,,,,,,,
166933,Telecommunications,Telecommunications,,,,,,,
166985,Consumer Issues,Consumer Issues,,,,,,,
167028,Intellectual Property,Intellectual Property,,,,,,,
167033,Industry,Industry,,,,,,,
167064,Intellectual Property,Intellectual Property,,,,,,,
167067,International Trade,International Trade,,,,,,,
167068,Small Business,Small Business,,,,,,,
167069,Telecommunications,Telecommunications,,,,,,,
167070,Taxation and Finance,Taxation and Finance,,,,,,,
167071,Telecommunications,Telecommunications,,,,,,,
167072,Taxation and Finance,Taxation and Finance,,,,,,,
167073,Taxation and Finance,Taxation and Finance,,,,,,,
167075,Telecommunications,Telecommunications,,,,,,,
167076,Telecommunications,Telecommunications,,,,,,,
167078,Other,Income Tax,,,,,,,
167081,Other,Financial services regulation,,,,,,,
167083,Telecommunications,Telecommunications,,,,,,,
167128,Agriculture,Agriculture,,,,,,,
167129,International Trade,International Trade,,,,,,,
167141,Health,Health,,,,,,,
167148,Health,Health,,,,,,,
167154,Health,Health,,,,,,,
167156,Health,Health,,,,,,,
167158,Health,Health,,,,,,,
167164,Tourism,Tourism,,,,,,,
167167,Tourism,Tourism,,,,,,,
167172,Tourism,Tourism,,,,,,,
167173,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
167175,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
167185,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
167186,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
167187,International Trade,International Trade,,,,,,,
167214,Agriculture,Agriculture,,,,,,,
167216,International Trade,International Trade,,,,,,,
167218,International Relations,International Relations,,,,,,,
167222,International Trade,International Trade,,,,,,,
167223,Immigration,Immigration,,,,,,,
167278,Environment,Environment,,,,,,,
167279,Other,Quality Urban Energy Systems for Tomorrow (QUEST),,,,,,,
167284,Other,Quality Urban Energy Systems for Tomorrow (QUEST),,,,,,,
167285,Arts and Culture,Arts and Culture,,,,,,,
167296,Infrastructure,Infrastructure,,,,,,,
167311,Other,CAF application,,,,,,,
167313,Other,Federal Framework on Air Emissions,,,,,,,
167332,Health,Health,,,,,,,
167333,Other,Tariff Rate Quota on barley and barley products,,,,,,,
167334,Fisheries,Fisheries,,,,,,,
167335,Industry,Industry,,,,,,,
167336,Energy,Energy,,,,,,,
167337,Other,International Development,,,,,,,
156958,Other,Humanitarian Assisstance,,,,,,,
156959,Other,Humanitarian Assisstance,,,,,,,
156961,Industry,Industry,,,,,,,
156962,Intellectual Property,Intellectual Property,,,,,,,
156963,Other,Coopératives,,,,,,,
156965,Other,Bill C-27: The Electronic Commerce Protection Act,,,,,,,
156984,Employment and Training,Employment and Training,,,,,,,
156985,Science and Technology,Science and Technology,,,,,,,
156989,Arts and Culture,Arts and Culture,,,,,,,
156994,Industry,Industry,,,,,,,
156996,Energy,Energy,,,,,,,
157709,Environment,Environment,,,,,,,
157710,Energy,Energy,,,,,,,
157711,Environment,Environment,,,,,,,
157712,Health,Health,,,,,,,
157713,Broadcasting,Broadcasting,,,,,,,
157714,Broadcasting,Broadcasting,,,,,,,
157715,Other,natural gas markets,,,,,,,
157716,Other,natural gas markets,,,,,,,
158410,Other,Quality Urban Energy Systems for Tomorrow (QUEST),,,,,,,
158686,Other,natural gas markets,,,,,,,
158687,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
158688,Energy,Energy,,,,,,,
158689,Environment,Environment,,,,,,,
158691,Science and Technology,Science and Technology,,,,,,,
158692,Energy,Energy,,,,,,,
158693,Environment,Environment,,,,,,,
158855,Science and Technology,Science and Technology,,,,,,,
160503,Agriculture,Agriculture,,,,,,,
161113,Tourism,Tourism,,,,,,,
162897,Other,Fisheries Act,,,,,,,
162898,Energy,Energy,,,,,,,
162899,International Trade,International Trade,,,,,,,
162900,Mining,Mining,,,,,,,
162901,Infrastructure,Infrastructure,,,,,,,
162903,Regional Development,Regional Development,,,,,,,
162904,Energy,Energy,,,,,,,
163044,Environment,Environment,,,,,,,
163045,Science and Technology,Science and Technology,,,,,,,
163046,Energy,Energy,,,,,,,
163047,Environment,Environment,,,,,,,
163048,Science and Technology,Science and Technology,,,,,,,
163049,Other,International Relations,,,,,,,
163051,Other,Spectrum policy and regulation in relation to CWTA recommendations,,,,,,,
163087,Health,Health,,,,,,,
163088,Other,Automotive Research,,,,,,,
163089,Other,Research and innovation policy,,,,,,,
164674,Environment,Environment,,,,,,,
164845,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
165067,Industry,Industry,,,,,,,
166514,Intellectual Property,Intellectual Property,,,,,,,
167389,Science and Technology,Science and Technology,,,,,,,
167390,Arts and Culture,Arts and Culture,,,,,,,
167392,Consumer Issues,Consumer Issues,,,,,,,
167393,Industry,Industry,,,,,,,
167395,Small Business,Small Business,,,,,,,
167396,Other,Canadian Capital Markets,,,,,,,
167397,Other,federal pensions and benefits,,,,,,,
167424,Other,federal pensions and benefits,,,,,,,
167876,Other,Defence Procurement,,,,,,,
167877,Other,ecoENERGY for Renewable Power Program,,,,,,,
167878,Government Procurement,Government Procurement,,,,,,,
167879,Industry,Industry,,,,,,,
167882,International Relations,International Relations,,,,,,,
167883,International Trade,International Trade,,,,,,,
167885,Government Procurement,Government Procurement,,,,,,,
167886,Industry,Industry,,,,,,,
167888,International Relations,International Relations,,,,,,,
167890,International Trade,International Trade,,,,,,,
167892,Industry,Industry,,,,,,,
167893,International Relations,International Relations,,,,,,,
167924,International Trade,International Trade,,,,,,,
167967,Other,Anti-doping Issue,,,,,,,
167989,Employment and Training,Employment and Training,,,,,,,
168013,Small Business,Small Business,,,,,,,
168014,Other,Child Poverty,,,,,,,
168019,Industry,Industry,,,,,,,
168023,International Trade,International Trade,,,,,,,
168033,Other,CSR Strategy,,,,,,,
168037,Other,CSR Strategy,,,,,,,
168038,Other,Follow-up on OTSP,,,,,,,
168039,International Relations,International Relations,,,,,,,
168040,Other,International Development Assistance,,,,,,,
168043,Transportation,Transportation,,,,,,,
168051,Transportation,Transportation,,,,,,,
168053,Defence,Defence,,,,,,,
168054,Environment,Environment,,,,,,,
169573,Environment,Environment,,,,,,,
169574,Environment,Environment,,,,,,,
169576,Environment,Environment,,,,,,,
169578,Environment,Environment,,,,,,,
169579,Health,Health,,,,,,,
169594,Agriculture,Agriculture,,,,,,,
170314,Agriculture,Agriculture,,,,,,,
170324,Health,Health,,,,,,,
170325,Environment,Environment,,,,,,,
170330,Environment,Environment,,,,,,,
170331,Science and Technology,Science and Technology,,,,,,,
170336,Other,Food processing competitiveness,,,,,,,
170338,Industry,Industry,,,,,,,
170351,International Trade,International Trade,,,,,,,
170352,Labour,Labour,,,,,,,
170353,Mining,Mining,,,,,,,
170380,Industry,Industry,,,,,,,
171245,Infrastructure,Infrastructure,,,,,,,
171326,Transportation,Transportation,,,,,,,
171644,Transportation,Transportation,,,,,,,
171891,Employment and Training,Employment and Training,,,,,,,
171896,Government Procurement,Government Procurement,,,,,,,
172604,Infrastructure,Infrastructure,,,,,,,
173286,Transportation,Transportation,,,,,,,
173291,Employment and Training,Employment and Training,,,,,,,
173292,Industry,Industry,,,,,,,
173368,International Trade,International Trade,,,,,,,
173666,Science and Technology,Science and Technology,,,,,,,
173867,Taxation and Finance,Taxation and Finance,,,,,,,
173868,Employment and Training,Employment and Training,,,,,,,
173870,Environment,Environment,,,,,,,
173873,Industry,Industry,,,,,,,
173879,International Trade,International Trade,,,,,,,
174144,Taxation and Finance,Taxation and Finance,,,,,,,
174735,Employment and Training,Employment and Training,,,,,,,
174826,Industry,Industry,,,,,,,
174827,International Trade,International Trade,,,,,,,
174829,Science and Technology,Science and Technology,,,,,,,
174831,Taxation and Finance,Taxation and Finance,,,,,,,
174832,Employment and Training,Employment and Training,,,,,,,
174834,Government Procurement,Government Procurement,,,,,,,
174836,Industry,Industry,,,,,,,
174839,International Trade,International Trade,,,,,,,
174840,Taxation and Finance,Taxation and Finance,,,,,,,
174849,Employment and Training,Employment and Training,,,,,,,
175177,Industry,Industry,,,,,,,
175274,Employment and Training,Employment and Training,,,,,,,
175275,Industry,Industry,,,,,,,
175277,International Trade,International Trade,,,,,,,
175278,Taxation and Finance,Taxation and Finance,,,,,,,
175320,Environment,Environment,,,,,,,
175330,Industry,Industry,,,,,,,
175331,Environment,Environment,,,,,,,
175332,Industry,Industry,,,,,,,
175394,International Trade,International Trade,,,,,,,
175376,International Trade,International Trade,,,,,,,
175377,Labour,Labour,,,,,,,
175393,Arts and Culture,Arts et culture,,,,,,,
175400,Fisheries,Fisheries,,,,,,,
175405,Other,Regulatory reform,,,,,,,
175430,Fisheries,Fisheries,,,,,,,
175431,Other,Regulatory reform,,,,,,,
175432,Economic Development,Economic Development,,,,,,,
175433,Infrastructure,Infrastructure,,,,,,,
175434,Regional Development,Regional Development,,,,,,,
175435,Climate,Climate,,,,,,,
175444,Environment,Environment,,,,,,,
175445,Industry,Industry,,,,,,,
175446,International Trade,International Trade,,,,,,,
175447,Taxation and Finance,Taxation and Finance,,,,,,,
175448,International Relations,International Relations,,,,,,,
175449,Financial Institutions,Financial Institutions,,,,,,,
175452,Forestry,Forestry,,,,,,,
175453,Science and Technology,Science and Technology,,,,,,,
175456,Environment,Environment,,,,,,,
175457,Science and Technology,Science and Technology,,,,,,,
175466,Environment,Environment,,,,,,,
175474,Science and Technology,Science and Technology,,,,,,,
175477,Health,Health,,,,,,,
175478,Other,Centre of Excellence,,,,,,,
175481,Agriculture,Agriculture,,,,,,,
175482,Security,Security,,,,,,,
175483,Security,Security,,,,,,,
175484,Taxation and Finance,Taxation and Finance,,,,,,,
157428,Labour,Labour,,,,,,,
157429,Industry,Industry,,,,,,,
157486,Tourism,Tourism,,,,,,,
157487,Transportation,Transportation,,,,,,,
157989,Fisheries,Fisheries,,,,,,,
157991,Tourism,Tourism,,,,,,,
157992,Transportation,Transportation,,,,,,,
157993,Labour,Labour,,,,,,,
157994,Labour,Labour,,,,,,,
157997,Health,Health,,,,,,,
158000,Science and Technology,Science and Technology,,,,,,,
158001,Telecommunications,Telecommunications,,,,,,,
158005,Health,Health,,,,,,,
158009,Science and Technology,Science and Technology,,,,,,,
158010,Telecommunications,Telecommunications,,,,,,,
158012,Other,International Trade,,,,,,,
158013,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
